regno,inc_total2014,exp_vol2014,exp_total2014,employees2014,volunteers2014,yrl2014,inc_total2015,exp_vol2015,exp_total2015,employees2015,volunteers2015,yrl2015,charityid,outcome,frlevystatus,_mfrlevy,frid,regtype,_mfrscrape,paid,thresh,zoom,vertical
1136854,698587,30561,392557,5,30,364,541118,0,572747,6,50,364,,,,master only (1),,,master only (1),0,0,0,100000
1136870,8788000,1771000,7074000,77,215,364,7824000,1954000,7447000,79,202,364,1136870,P,P,matched (3),id=0015800000QM6UGAA1,Levy Payer,matched (3),1,1,2,100000
1136904,937537,657,427349,12,4,364,769797,363,659318,20,6,364,,,,master only (1),,,master only (1),0,0,0,100000
1136905,942700,70153,931043,22,250,364,1011810,93774,998437,24,225,364,,,,master only (1),,,master only (1),0,0,0,100000
1137029,665976,98545,918361,2,0,364,552055,88706,317624,4,0,364,1137029,P,P,matched (3),id=0015800000YlU5JAAV,Levy Payer,matched (3),1,0,0,100000
1137057,552151,7940,568106,19,70,364,670856,8800,622983,16,60,364,,,,master only (1),,,master only (1),0,0,0,100000
1137086,616113,41797,649673,24,150,364,788090,38741,772438,24,50,364,,,,master only (1),,,master only (1),0,0,0,100000
1137110,966000,2000,1013000,2,0,364,1297141,1914,1283544,3,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1137167,20900684,258703,19777724,344,40,364,20323140,226291,20194113,415,23,364,1137167,P,P,matched (3),id=0015800000XLSF7AAP,Levy Payer,matched (3),1,1,2,100000
1137204,12355483,1292,11544989,199,0,364,12655000,0,11689000,197,0,333,,,,master only (1),,,master only (1),0,0,0,100000
1137209,1869843,163725,1944495,4,0,364,1957378,119440,2068888,4,0,364,1137209,P,P,matched (3),id=0015800000Ykw9PAAR,Levy Payer,matched (3),1,1,1,100000
1137223,1033309,1398,999119,7,80,364,2108293,6199,821013,12,40,364,,,,master only (1),,,master only (1),0,0,0,100000
1137366,640578,6879,647831,11,12,364,658009,6766,637979,11,10,364,,,,master only (1),,,master only (1),0,0,0,100000
1137380,4111951,685483,4115316,138,1372,364,4085665,813182,4052546,146,196,364,,,,master only (1),,,master only (1),0,1,2,100000
1137409,868730,273104,876513,7,1,364,827949,342788,932903,8,0,364,1137409,P,P,matched (3),id=0015800000XLSENAA5,Levy Payer,matched (3),1,1,2,100000
1137421,1552860,47866,1501253,25,12,364,540864,24013,471130,15,4,364,,,,master only (1),,,master only (1),0,0,0,100000
1137428,30510000,821000,34714000,454,0,364,35061000,839000,38444000,472,0,364,,,,master only (1),,,master only (1),0,1,2,100000
1137435,15241000,530000,11029000,128,0,364,16180000,592000,11892000,126,0,364,1137435,P,P,matched (3),,,master only (1),1,1,2,100000
1137453,11687671,200830,9388714,145,0,364,12633616,204721,9681601,155,0,364,,,,master only (1),id=0015800000Ykxw4AAB,Levy Payer,matched (3),0,1,2,100000
1137454,5959502,65259,5213596,46,1,364,5921057,64360,4876212,45,1,364,,,,master only (1),,,master only (1),0,0,0,100000
1137455,14882041,435211,9836039,170,0,364,11268654,449551,10125049,167,0,364,,,,master only (1),,,master only (1),0,1,2,100000
1137456,13834483,315487,12192064,184,0,364,16182768,370517,12770977,180,0,364,,,,master only (1),,,master only (1),0,1,2,100000
1137457,11633000,169000,9798000,152,0,364,11298000,198000,10665000,159,0,364,,,,master only (1),,,master only (1),0,1,1,100000
1137458,11555278,518745,12312679,204,12,364,23338000,549000,21270000,203,12,364,,,,master only (1),,,master only (1),0,1,2,100000
1137462,15345268,222000,13108079,196,1,364,15320029,253000,13507334,199,1,364,,,,master only (1),,,master only (1),0,1,2,100000
1137463,11049566,124016,9825264,164,3,364,12002621,129339,10262227,171,1,364,,,,master only (1),,,master only (1),0,1,1,100000
1137470,8984314,437851,8170648,131,0,364,12771843,433519,8517716,130,0,364,1137470,P,P,matched (3),,,master only (1),1,1,2,100000
1137476,19187000,217000,17811000,246,0,364,21622540,241924,18822937,261,0,364,1137476,P,P,matched (3),,,master only (1),1,1,2,100000
1137491,3321348,194918,3173455,28,0,364,3310568,0,3517615,28,0,364,,,,master only (1),,,master only (1),0,1,1,100000
1137492,17514903,525981,13706570,231,0,364,15626000,567000,14848000,239,3,364,,,,master only (1),,,master only (1),0,1,2,100000
1137494,10658000,159000,8736000,179,0,364,9887000,164000,8997000,182,0,364,,,,master only (1),,,master only (1),0,1,1,100000
1137495,14095849,268588,10715159,155,0,364,14170258,379236,11976976,170,0,364,,,,master only (1),,,master only (1),0,1,2,100000
1137496,10903525,270962,8927460,104,3,364,10637954,280171,9224220,106,2,364,,,,master only (1),,,master only (1),0,1,2,100000
1137497,12088469,131831,10481807,127,0,364,12476502,114562,11484475,123,0,364,,,,master only (1),,,master only (1),0,1,1,100000
1137498,11458000,548000,10928000,139,0,364,11178000,527000,10490000,142,0,364,1137498,P,P,matched (3),,,master only (1),1,1,2,100000
1137506,8051000,78000,7812000,102,5,364,9211000,139000,8800000,108,5,364,,,,master only (1),,,master only (1),0,0,0,100000
1137512,10062839,266205,8756197,144,0,364,9321819,285437,8355286,140,0,364,,,,master only (1),,,master only (1),0,1,2,100000
1137517,10611435,289232,7901667,144,0,364,10639236,300339,8271032,143,0,364,,,,master only (1),,,master only (1),0,1,2,100000
1137527,10372000,491000,8564000,128,25,364,10340000,0,9765000,97,50,364,1137527,P,P,matched (3),,,master only (1),1,1,2,100000
1137530,7362496,291808,6915863,140,1,364,7695414,330519,7312960,110,17,364,,,,master only (1),,,master only (1),0,1,2,100000
1137531,15883830,446431,10676921,143,0,364,16104900,488237,11091932,144,0,364,,,,master only (1),,,master only (1),0,1,2,100000
1137536,14253539,634413,14575941,142,0,364,17539882,692362,15360442,145,3,364,,,,master only (1),,,master only (1),0,1,2,100000
1137540,11704257,525477,9134766,118,4,364,10966098,582875,9580150,114,4,364,,,,master only (1),,,master only (1),0,1,2,100000
1137541,13264000,315000,11072000,184,0,364,12855000,321000,11524000,192,0,364,1137541,P,P,matched (3),,,master only (1),1,1,2,100000
1137542,10337971,300691,7946644,148,0,364,10092531,337118,8515015,144,0,364,,,,master only (1),,,master only (1),0,1,2,100000
1137548,5147340,149361,5285876,104,3704,364,5361997,147312,5351709,107,4193,364,,,,master only (1),,,master only (1),0,1,1,100000
1137557,1005692,821424,974365,18,30,334,1131242,0,1140441,18,125,364,,,,master only (1),,,master only (1),0,1,2,100000
1137560,1872000,684000,2141000,5,3,364,2152000,1618000,3054000,7,3,364,1137560,P,P,matched (3),id=0015800000ReNCVAA3,Levy Payer,matched (3),1,1,2,100000
1137566,3338230,261872,3183357,48,1200,364,3660013,142415,4154149,53,1200,364,,,,master only (1),,,master only (1),0,1,2,100000
1137586,9011453,320384,8533612,153,0,364,8821379,281169,9251147,160,0,364,,,,master only (1),,,master only (1),0,1,2,100000
1137604,67712000,991000,49146000,490,0,364,67455000,1009000,64285000,500,0,364,,,,master only (1),,,master only (1),0,1,2,100000
1137652,651636,166155,759409,6,64,364,642167,245722,850464,9,68,364,1137652,P,P,matched (3),id=0015800000YlV7GAAV,Levy Payer,matched (3),1,1,1,100000
1137686,715183,1327,344490,10,7,364,857022,1013,534526,10,20,364,,,,master only (1),,,master only (1),0,0,0,100000
1137760,686777,31387,616223,3,0,364,735103,0,615325,3,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1137810,594887,393703,563593,6,458,364,682548,0,611867,8,483,364,,,,master only (1),,,master only (1),0,1,2,100000
1137875,4672606,103198,3715537,60,2,364,4633585,119152,3796735,66,4,364,,,,master only (1),,,master only (1),0,1,1,100000
1137948,20547036,2375706,20220736,50,0,364,12003613,1965593,11176713,51,40,364,1137948,P,P,matched (3),id=0015800000QM6TbAAL,Levy Payer,matched (3),1,1,2,100000
1138086,977881,21310,1003730,32,10,364,967333,21292,924775,30,10,364,,,,master only (1),,,master only (1),0,0,0,100000
1138093,2170682,51098,2034293,27,22,364,3193521,38360,2369939,34,24,364,,,,master only (1),,,master only (1),0,0,0,100000
1138111,1006510,499,687405,1,30,364,779283,211,794789,3,30,364,,,,master only (1),,,master only (1),0,0,0,100000
1138117,3488371,518594,3319008,53,50,364,2824184,354037,2938878,45,65,364,1138117,P,P,matched (3),id=0015800000ReNHaAAN,Levy Payer,matched (3),1,1,2,100000
1138119,604321,250459,292718,3,0,364,2121197,216437,266408,4,0,364,,,,master only (1),,,master only (1),0,1,2,100000
1138143,7065681,249668,6121981,97,0,364,7498487,234242,6416491,97,0,364,,,,master only (1),,,master only (1),0,1,2,100000
1138186,3293784,44745,3279379,45,2000,364,3511951,43478,3485883,80,6000,364,,,,master only (1),,,master only (1),0,0,0,100000
1138223,5664000,14000,4115000,3,0,364,5230000,74000,4167000,7,0,364,,,,master only (1),id=0015800000YlHVzAAN,FR Registered Charity,matched (3),1,0,0,100000
1138248,535996,179433,516912,2,1,364,585338,0,580521,2,1,364,1138248,P,P,matched (3),id=0015800000YlU6jAAF,Levy Payer,matched (3),1,1,1,100000
1138266,594307,21658,586207,4,165,364,603227,22630,587522,4,95,364,,,,master only (1),,,master only (1),0,0,0,100000
1138287,2445845,31043,2562523,20,12,364,2810358,37669,2364855,22,8,364,,,,master only (1),,,master only (1),0,0,0,100000
1138552,761513,10773,944576,7,0,364,583665,12461,636110,4,1,364,,,,master only (1),,,master only (1),0,0,0,100000
1138578,662931,47115,620223,3,25,364,1250923,19251,615359,3,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1138585,1696936,40068,1710102,20,8,364,3154606,70272,2304294,18,10,364,,,,master only (1),,,master only (1),0,0,0,100000
1138587,2134403,57257,2111812,37,2400,364,2339529,94654,2248339,66,2500,364,,,,master only (1),,,master only (1),0,0,0,100000
1138645,2377400,28800,2165768,15,447,364,3413782,0,2625344,26,700,364,,,,master only (1),,,master only (1),0,0,0,100000
1138653,565454,7127,555159,10,10,364,684394,8819,640488,14,45,364,,,,master only (1),,,master only (1),0,0,0,100000
1138804,990578,212042,905515,4,50,364,918121,198757,1427587,4,200,364,1138804,P,P,matched (3),id=0015800000XLSHWAA5,Levy Payer,matched (3),1,1,2,100000
1138894,1260997,34058,1245351,4,0,365,1323474,17685,1375615,6,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1138896,6517403,154621,6997357,25,0,364,15771800,189227,15566153,29,0,364,,,,master only (1),,,master only (1),0,1,1,100000
1138944,646993,197513,433361,4,300,364,755228,0,555200,4,300,364,,,,master only (1),,,master only (1),0,1,1,100000
1138976,3092000,131000,3513000,0,40,364,2436000,193000,2252000,0,40,364,1138976,P,P,matched (3),id=0015800000Yl0lFAAR,Levy Payer,matched (3),1,1,1,100000
1139000,27984000,905000,24411000,355,5,364,28837000,862000,25910000,358,5,364,1139000,P,P,matched (3),id=0015800000ReNAJAA3,Levy Payer,matched (3),1,1,2,100000
1139022,14318000,591000,13546000,161,0,364,14118793,554825,12552013,160,0,364,1139022,P,P,matched (3),,,master only (1),1,1,2,100000
1139034,9565491,4727,9670894,156,0,364,9143470,0,9938655,168,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1139035,840730,4,842068,20,125,364,872447,3536,883376,18,130,364,,,,master only (1),,,master only (1),0,0,0,100000
1139086,61927000,403000,58701000,660,0,364,67151000,524000,60488000,646,0,364,1139086,P,P,matched (3),id=0015800000XLSA7AAP,Levy Payer,matched (3),1,1,2,100000
1139229,1319595,430826,1160041,23,120,364,1604160,384748,1235204,24,98,364,,,,master only (1),,,master only (1),0,1,2,100000
1139250,20797000,697000,22479000,220,200,364,19922000,716000,22303000,214,225,364,1139250,P,P,matched (3),id=0015800000ReNCFAA3,Levy Payer,matched (3),1,1,2,100000
1139257,26132000,4682000,26340000,254,5500,364,27743000,6516000,27925000,281,5500,364,1139257,P,P,matched (3),id=0015800000QM6SsAAL,Levy Payer,matched (3),1,1,2,100000
1139261,14009000,526000,9311000,122,0,364,12732000,532000,9479000,121,0,364,1139261,P,P,matched (3),,,master only (1),1,1,2,100000
1139377,877632,12215,883816,9,0,364,900338,1200,809176,4,2,364,,,,master only (1),,,master only (1),0,0,0,100000
1139422,23154767,600504,19613995,315,16,364,24737183,715772,19906190,320,0,364,,,,master only (1),,,master only (1),0,1,2,100000
1139423,528752,41590,518771,33,362,364,542214,0,480610,33,280,364,,,,master only (1),,,master only (1),0,0,0,100000
1139440,14265000,630000,10566000,148,0,364,14644000,716000,10326000,142,0,364,1139440,P,P,matched (3),,,master only (1),1,1,2,100000
1139470,1652500,89421,1467153,39,198,364,1781499,35766,1726582,41,194,364,,,,master only (1),,,master only (1),0,0,0,100000
1139517,905523,47847,700612,31,176,364,646126,36314,738169,25,190,364,,,,master only (1),,,master only (1),0,0,0,100000
1139527,9290000,476000,7694000,225,8,364,8521000,622000,8199000,236,8,364,1139527,P,P,matched (3),id=0015800000XLS81AAH,Levy Payer,matched (3),1,1,2,100000
1139537,1316762,249017,1483459,40,140,364,1226979,234041,1514042,39,40,364,1139537,N,N,matched (3),,,master only (1),0,1,2,100000
1139547,1345916,47304,1277804,45,160,364,1209586,78571,1145417,44,140,364,,,,master only (1),id=0015800000YlNtaAAF,FR Registered Charity,matched (3),1,0,0,100000
1139588,3501517,838,588174,0,0,364,9366623,20272,1852184,0,15,364,,,,master only (1),,,master only (1),0,0,0,100000
1139656,3614197,461006,3576975,50,3000,364,4292707,0,4004133,52,11,364,,,,master only (1),,,master only (1),0,1,2,100000
1139717,12788000,473000,8720000,103,44,364,12508000,483000,9366000,116,0,364,1139717,P,P,matched (3),,,master only (1),1,1,2,100000
1139726,10765000,578000,8932000,114,60,364,10998000,628000,10313000,186,70,364,1139726,P,P,matched (3),,,master only (1),1,1,2,100000
1139730,1065487,3967,1046963,13,10,364,1106107,1765,1124254,13,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1139733,21681169,336125,26179463,338,0,364,21024354,388430,25800577,303,0,364,1139733,P,P,matched (3),id=0015800000XLSC4AAP,Levy Payer,matched (3),1,1,2,100000
1139806,3611069,245054,3488779,26,0,364,3429508,254402,3385531,26,0,364,1139806,P,P,matched (3),id=0015800000XLSFqAAP,Levy Payer,matched (3),1,1,2,100000
1139817,607135,7462,473133,11,0,364,600944,5874,507589,15,1000,364,,,,master only (1),,,master only (1),0,0,0,100000
1139823,836792,193263,635715,4,0,364,943662,54632,798906,5,50,364,1139823,P,P,matched (3),id=0015800000YlQUVAA3,Levy Payer,matched (3),1,1,1,100000
1139851,505508,9126,524720,2,0,364,515450,16163,807599,3,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1139869,760967,121843,485570,6,15,364,964709,173511,803766,7,15,364,1139869,P,P,matched (3),id=0015800000dIMq0AAG,Levy Payer,matched (3),1,1,1,100000
1139956,774029,24244,771005,26,52,364,845488,35353,838585,27,100,364,,,,master only (1),,,master only (1),0,0,0,100000
1140088,1546642,93594,1168760,17,170,364,1316654,69779,1094457,16,190,364,,,,master only (1),,,master only (1),0,0,0,100000
1140102,548482,14459,548197,4,26,364,576926,46660,573192,4,60,364,,,,master only (1),,,master only (1),0,0,0,100000
1140187,3441935,126403,3498082,4,30,364,6858023,50742,6630553,5,70,364,,,,master only (1),,,master only (1),0,1,1,100000
1140192,1051513,153536,1269628,23,25,364,1166374,163378,1391410,23,39,364,1140192,P,P,matched (3),id=0015800000YlXZ7AAN,Levy Payer,matched (3),1,1,1,100000
1140213,2886612,2367,2746785,0,0,364,3145356,0,1890113,0,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1140275,1359382,41132,1316558,21,38,364,1341147,50636,1513317,24,25,364,,,,master only (1),,,master only (1),0,0,0,100000
1140278,7055055,16460,7577349,170,1300,364,8011263,9910,8100470,193,1300,364,,,,master only (1),,,master only (1),0,0,0,100000
1140287,827549,32225,865964,4,13,364,781235,26999,1098936,3,0,364,1140287,P,P,matched (3),id=0015800000YlU9PAAV,Levy Payer,matched (3),1,0,0,100000
1140288,1201964,25752,1203064,3,0,364,2196930,49066,2124311,3,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1140295,627796,103153,723335,2,0,364,827810,174167,933393,3,0,364,1140295,P,P,matched (3),id=0015800000YkylTAAR,Levy Payer,matched (3),1,1,1,100000
1140351,1475660,166145,2506686,0,0,364,81367448,137092,1130068,3,0,364,1140351,P,P,matched (3),,,master only (1),1,1,1,100000
1140357,1358193,149559,1358961,8,0,364,1769290,124976,1728304,8,0,364,1140357,P,P,matched (3),id=0015800000YkwGBAAZ,Levy Payer,matched (3),1,1,1,100000
1140386,6994008,1102638,6532179,134,1500,364,7155936,1360245,6783514,139,1500,364,1140386,P,P,matched (3),id=0015800000QM6VcAAL,Levy Payer,matched (3),1,1,2,100000
1140511,1006121,40614,1132287,4,20,364,731858,0,936039,4,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1140638,1000515,176847,825210,2,25,454,707411,162604,442107,2,25,364,1140638,P,P,matched (3),id=0015800000YlKbGAAV,Levy Payer,matched (3),1,1,1,100000
1140676,1367562,203207,959807,16,120,364,1311953,163777,1121223,18,200,364,1140676,P,P,matched (3),id=0015800000XLSI6AAP,Levy Payer,matched (3),1,1,2,100000
1140679,2545000,728000,1307000,1,7,364,4066000,814000,3883000,0,0,364,1140679,P,P,matched (3),id=0015800000ReNBpAAN,Levy Payer,matched (3),1,1,2,100000
1140687,1002308,94985,983741,15,0,364,1097852,101066,952401,15,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1140719,2878420,22671,2481315,19,0,364,4272670,0,3931301,31,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1140827,594549,27434,495120,8,13,364,520815,32503,508669,8,250,364,,,,master only (1),,,master only (1),0,0,0,100000
1140852,18988381,2357,18356730,648,14,364,18880549,2107,18098839,624,2,364,,,,master only (1),,,master only (1),0,0,0,100000
1140856,755851,818,703832,15,25,364,919695,4901,855656,26,50,364,,,,master only (1),,,master only (1),0,0,0,100000
1140893,773712,4026,737031,3,23,364,990412,0,891927,4,23,364,,,,master only (1),,,master only (1),0,0,0,100000
1140898,5651664,16352,5350823,102,0,364,6552682,17575,6501075,144,3,364,,,,master only (1),id=0015800000Ykw5TAAR,FR Registered Charity,matched (3),1,0,0,100000
1140911,1420691,21601,530609,1,0,364,10279532,62222,842442,3,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1140918,630786,2986,806512,19,20,364,680620,0,918030,32,20,364,,,,master only (1),,,master only (1),0,0,0,100000
1140925,554405,1263,455549,12,15,364,540831,79,461077,13,10,364,,,,master only (1),,,master only (1),0,0,0,100000
1140930,1225083,149829,1276852,11,6,364,2070146,230782,1586069,7,30,364,,,,master only (1),,,master only (1),0,1,1,100000
1140947,1963036,75574,967966,9,62,364,1574245,85551,1566513,9,62,364,,,,master only (1),,,master only (1),0,0,0,100000
1140962,1628814,2149,1607984,45,20,364,1756688,0,1824146,41,6,364,,,,master only (1),id=0015800000YlXHQAA3,FR Registered Charity,matched (3),1,0,0,100000
1140989,3002076,15574,1342153,63,162,364,1183793,16121,1449343,55,159,364,,,,master only (1),,,master only (1),0,0,0,100000
1141018,1843884,1153974,1648771,98,0,364,1881140,0,1650403,93,0,364,,,,master only (1),,,master only (1),0,1,2,100000
1141028,1588332,261327,1544587,13,4,364,1727830,387669,1739531,11,3,364,1141028,P,P,matched (3),id=0015800000XLSExAAP,Levy Payer,matched (3),1,1,2,100000
1141105,4328034,94734,3595153,48,0,364,4463738,121113,3541960,48,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1141147,1768179,2789,2002857,75,0,364,3571470,0,2048395,44,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1141149,618825,10501,624534,0,0,364,566524,10215,578726,0,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1141206,1465730,32992,1142043,0,0,364,2481606,107680,1385434,0,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1141216,783133,372500,751376,3,25,364,710426,0,729187,4,0,395,,,,master only (1),,,master only (1),0,1,2,100000
1141259,14902810,782417,10598654,134,46,364,15944739,840010,11247170,142,44,364,1141259,P,P,matched (3),,,master only (1),1,1,2,100000
1141293,7283000,368000,5650000,74,0,364,8421000,198000,5895000,73,0,364,1141293,P,P,matched (3),,,master only (1),1,1,2,100000
1141329,15080581,50709,14068109,267,2,364,15621223,49924,14413677,270,2,364,,,,master only (1),id=0015800000Ykz9lAAB,FR Registered Charity,matched (3),1,0,0,100000
1141333,12945000,760000,9357000,105,0,364,18063000,617000,9193000,110,0,364,1141333,P,P,matched (3),,,master only (1),1,1,2,100000
1141446,7695312,294894,6452178,93,20,364,7266430,317472,6587459,96,20,364,1141446,P,P,matched (3),,,master only (1),1,1,2,100000
1141536,807898,11817,643043,1,250,364,977910,57583,725890,1,500,364,,,,master only (1),,,master only (1),0,0,0,100000
1141567,740779,1420,680020,28,4,364,698496,0,698545,25,6,364,,,,master only (1),,,master only (1),0,0,0,100000
1141583,1654763,7945,1548243,10,0,364,1541725,8018,1620727,10,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1141636,955161,5306,1031495,11,0,364,796749,6786,879283,11,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1141691,25155000,113902,24871000,323,0,364,27101000,61991,27069000,332,0,364,,,,master only (1),,,master only (1),0,1,1,100000
1141831,3986681,914573,3282545,83,75,364,4391407,1061009,3561089,97,91,364,1141831,P,P,matched (3),id=0015800000ReNAFAA3,Levy Payer,matched (3),1,1,2,100000
1141925,3261657,64791,3222198,88,1091,364,3436781,60196,3270010,73,119,364,,,,master only (1),,,master only (1),0,0,0,100000
1141934,12513659,156559,687001,3,0,364,53884314,1914172,3268580,5,0,364,1141934,P,P,matched (3),id=0015800000YlUBZAA3,Levy Payer,matched (3),1,1,1,100000
1141976,13434000,416000,9233000,111,0,364,12023000,428000,10304000,123,0,364,1141976,P,P,matched (3),,,master only (1),1,1,2,100000
1141998,2613658,44831,2561549,24,1200,364,2780382,0,2711535,38,2000,364,,,,master only (1),,,master only (1),0,0,0,100000
1142111,7820311,200691,11148602,12,0,364,6147031,207095,14063088,14,0,364,1142111,P,P,matched (3),id=0015800000XLSIGAA5,Levy Payer,matched (3),1,1,2,100000
1142122,3128849,155770,618842,5,60,364,1262944,146029,576970,7,70,364,1142122,P,P,matched (3),id=0015800000YlDLDAA3,Levy Payer,matched (3),1,1,1,100000
1142123,2369203,76541,1117196,30,50,364,1180194,84885,1240217,0,42,364,,,,master only (1),,,master only (1),0,0,0,100000
1142130,4064000,177000,2726000,36,0,364,3876000,183000,3025000,37,0,364,1142130,P,P,matched (3),,,master only (1),1,1,1,100000
1142149,15888000,710000,13466000,175,0,364,15998000,708000,13981000,179,0,364,1142149,P,P,matched (3),id=0015800000ReNC5AAN,Levy Payer,matched (3),1,1,2,100000
1142186,1178510,144135,1362087,25,10,364,1066491,0,1319502,0,16,364,1142186,P,P,matched (3),id=0015800000YlJh1AAF,Levy Payer,matched (3),1,1,1,100000
1142294,5233212,557273,5685575,147,851,364,5043698,570928,5453626,145,750,364,,,,master only (1),,,master only (1),0,1,2,100000
1142297,6247000,316000,5080000,48,0,364,5083000,320000,5302000,52,0,364,1142297,P,P,matched (3),,,master only (1),1,1,2,100000
1142341,542564,434200,481184,10,0,364,510165,0,588113,11,0,364,,,,master only (1),,,master only (1),0,1,2,100000
1142479,3493914,28751,3525364,120,1000,364,3398701,29671,3602342,120,1000,364,,,,master only (1),,,master only (1),0,0,0,100000
1142553,10657000,112000,11679000,172,0,364,10837000,80000,9579000,181,0,364,1142553,P,P,matched (3),,,master only (1),1,1,1,100000
1142592,808496,209800,808496,21,5,364,741554,0,706241,21,14,364,,,,master only (1),,,master only (1),0,1,2,100000
1142619,1291474,323820,1329062,14,400,364,1231970,301189,1240197,14,400,364,,,,master only (1),,,master only (1),0,1,2,100000
1142654,1456831,1166748,1451333,30,25,364,1629759,1253409,1619989,30,25,364,,,,master only (1),,,master only (1),0,1,2,100000
1142660,12356000,607000,10345000,114,0,364,14643000,595000,10334000,114,0,364,1142660,P,P,matched (3),,,master only (1),1,1,2,100000
1142701,11798000,24000,13908000,197,0,364,12659000,34000,14931000,199,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1142741,1907355,72290,1924628,26,1000,364,1733563,94163,1682200,25,2500,364,,,,master only (1),,,master only (1),0,0,0,100000
1142742,7662717,714925,7575630,176,40,486,5991474,539014,6103072,182,83,364,1142742,P,P,matched (3),id=0015800000ReNByAAN,Levy Payer,matched (3),1,1,2,100000
1142759,9886000,465000,8182000,128,0,364,10456000,450000,8630000,132,0,364,1142759,P,P,matched (3),,,master only (1),1,1,2,100000
1142794,83447000,139000,79044000,1385,80,364,88031000,0,82841000,1499,0,364,1142794,P,P,matched (3),id=0015800000YlUCSAA3,Levy Payer,matched (3),1,1,1,100000
1142811,1527028,2707,1401142,34,12,364,870520,10392,1315931,25,15,364,,,,master only (1),,,master only (1),0,0,0,100000
1142958,2509898,4691,2297219,33,45,364,2666510,0,2311234,36,50,364,,,,master only (1),,,master only (1),0,0,0,100000
1143086,2998586,66300,2423277,30,0,364,2244623,68336,2488978,30,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1143103,5721403,1053265,5276333,47,1600,364,6245217,101374,6379708,41,3000,364,,,,master only (1),,,master only (1),0,1,2,100000
1143118,10797098,580592,6745524,30,80,364,9076867,465573,6912936,32,90,364,1143118,P,P,matched (3),id=0015800000ReNGCAA3,Levy Payer,matched (3),1,1,2,100000
1143122,1675898,468049,1410363,80,70,364,1123808,492920,1470989,80,70,364,,,,master only (1),,,master only (1),0,1,2,100000
1143138,1012701,32249,839818,15,136,364,792619,57441,849040,15,125,364,,,,master only (1),id=0015800000YlDitAAF,FR Registered Charity,matched (3),1,0,0,100000
1143154,3988353,200471,3859028,41,3550,364,4402057,204220,4321353,43,3550,364,,,,master only (1),,,master only (1),0,1,2,100000
1143161,3176638,1500000,3143272,36,800,364,3328816,0,3351447,36,275,364,,,,master only (1),,,master only (1),0,1,2,100000
1143166,12764000,485000,7518000,109,0,364,9681000,541000,7340000,115,0,364,1143166,P,P,matched (3),id=0015800000XLS7oAAH,Levy Payer,matched (3),1,1,2,100000
1143272,1177384,256927,3536801,5,4,364,2345285,255684,2428967,5,4,364,1143272,P,P,matched (3),id=0015800000XLSFEAA5,Levy Payer,matched (3),1,1,2,100000
1143338,605195,6068,562046,27,120,364,587649,13057,721142,24,120,364,,,,master only (1),,,master only (1),0,0,0,100000
1143350,736000,78000,724000,8,0,364,885000,104000,837000,9,0,364,,,,master only (1),,,master only (1),0,0,0,100000
1143359,11894227,52424,10259073,175,15,364,12408750,53552,11069182,185,15,364,,,,master only (1),,,master only (1),0,0,0,100000
1143423,21670000,546000,24634000,380,0,364,22994000,583000,24161000,384,0,364,1143423,P,P,matched (3),,,master only (1),1,1,2,100000
1143447,10244000,509000,9430000,128,5,364,10711000,528000,10071000,133,0,364,1143447,P,P,matched (3),,,master only (1),1,1,2,100000
1143450,21916870,419524,20533044,546,8000,364,22192172,281128,20214535,526,8000,364,1143450,P,P,matched (3),id=0015800000XLS9WAAX,Levy Payer,matched (3),1,1,2,100000
1143472,3348812,8902,3035690,17,150,364,3576018,17883,3316097,19,150,364,,,,master only (1),id=0015800000YlUDKAA3,FR Registered Charity,matched (3),1,0,0,100000
1143479,20206000,477000,9532000,110,0,364,17215000,452000,9259000,100,0,364,1143479,P,P,matched (3),,,master only (1),1,1,2,100000
1143513,534977,38907,546068,7,100,364,635912,36913,565340,7,70,364,,,,master only (1),,,master only (1),0,0,0,100000
1143536,5457728,170565,5565551,33,20,364,5339129,26013,5066132,31,6,364,1143536,P,P,matched (3),id=0015800000YlPe8AAF,Levy Payer,matched (3),1,1,1,100000
1143539,675575,104670,616365,0,11,364,769983,63924,703940,0,15,364,,,,master only (1),,,master only (1),0,1,1,100000
